precision,recall,f1-score,support,training_batch,model,img_size,windows_time
0.1458038399405401,0.1446994019055497,0.122001472792553,529.0,B1B2,Logistic Regression,8,50_seconds
0.1925323131789208,0.1480296781866456,0.1241363890729162,529.0,B1B2,SGD Classifier,8,50_seconds
0.1628379217584654,0.131756585706573,0.1320500240544897,529.0,B1B2,Decision Tree,8,50_seconds
0.1628163933998924,0.2826440357733157,0.2033550241204855,529.0,B1B2,Random Forest,8,50_seconds
0.1113582427920663,0.1714009838941454,0.1311391010512038,529.0,B1B2,Gradient Boosting,8,50_seconds
0.1685842313170129,0.1844804227069502,0.1453959728990874,529.0,B1B2,AdaBoost,8,50_seconds
0.1179038814997444,0.1166341617408417,0.0834160717348682,529.0,B1B2,K-Nearest Neighbors,8,50_seconds
0.1149987480076467,0.1812427247147766,0.1279550136776555,529.0,B1B2,Support Vector Machine,8,50_seconds
0.1749010526592168,0.158009001459424,0.1357334988456557,529.0,B1B2,Gaussian Naive Bayes,8,50_seconds
0.1156479029732873,0.1311813390385083,0.1143119318617147,529.0,B1B2,Multi-layer Perceptron,8,50_seconds
0.1168867546731552,0.1296375584984566,0.1159025951075713,539.0,B1B3,Logistic Regression,8,50_seconds
0.1169638052848678,0.1251846291714857,0.115908649432724,539.0,B1B3,SGD Classifier,8,50_seconds
0.1481531934976995,0.1521696354797179,0.1478545792195922,539.0,B1B3,Decision Tree,8,50_seconds
0.1413749426054748,0.1542169695948447,0.1166776690087021,539.0,B1B3,Random Forest,8,50_seconds
0.1163076094421694,0.1504308437282438,0.1291273085489092,539.0,B1B3,Gradient Boosting,8,50_seconds
0.0791212789497523,0.1265169769989047,0.0781728738082098,539.0,B1B3,AdaBoost,8,50_seconds
0.1840689951281387,0.1170946374583891,0.0972205707223459,539.0,B1B3,K-Nearest Neighbors,8,50_seconds
0.0956621905795459,0.15666313394912,0.1138896636053491,539.0,B1B3,Support Vector Machine,8,50_seconds
0.1667174049914116,0.1497771377946624,0.1384521047569924,539.0,B1B3,Gaussian Naive Bayes,8,50_seconds
0.15380993230372111,0.18394915359231956,0.1630902795024493,539.0,B1B3,Multi-layer Perceptron,8,50_seconds
